ark/input/pg22396.txt', 'brandished') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'estimation') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'dozen') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'thorough') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'deserved') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'protesting') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'daresay') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'miserable') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'duets') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'contents') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'quickly') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'apparent') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'health') 18
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'trespass') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'removal') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'acknowledgments') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'exception') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'gravel') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'resolve') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'alter') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'places') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'important') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'mince') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wrote') 21
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'overcome') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'exposing') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'apology') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ordered') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'abruptly') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'reminded') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'shameful') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'invalid') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'perpetual') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'evenness') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'pens') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'january') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'piece') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'prized') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'mounting') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'exceedingly') 28
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'atoned') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'yield') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'occurs') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ordinary') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'forgetting') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'weight') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sunday') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'warmly') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'indignity') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sacrifice') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'polite') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'supposition') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'seize') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'affront') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'planning') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'shrubbery') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'telling') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wide') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'avenue') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'professions') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'advanced') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'steps') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'salutation') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'justify') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'stretch') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sleep') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'chosen') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'volume') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'threw') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'soup') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'desperation') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interfere') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'persevered') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'requiring') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'calmness') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'defy') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wisest') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'examination') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'pretension') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'convenience') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'remaining') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'positively') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'intruding') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'communication') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'embracing') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'shook') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'observations') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'threadbare') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wednesday') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'flogged') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'fish') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'bell') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'scruples') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'honoured') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'heal') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disrespectful') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'honourable') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ladyship') 42
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'blessing') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'overtures') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'overlooked') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'reject') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'readiness') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'satisfaction') 27
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hospitality') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wisher') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'quarrelled') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hardship') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'cousins') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'prepared') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hall') 12
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'viewing') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'future') 18
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'patroness') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'affability') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'quadrille') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'condescended') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'humble') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'upstairs') 16
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'abode') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'shaking') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'handsomest') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'drive') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unhappily') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ornament') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'acceptable') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'absurd') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'h') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'circulating') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'deliberation') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'gaped') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hire') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hold') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'advantageous') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'instruction') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'backgammon') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'useful') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'subjection') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'avowal') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'cessation') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'free') 12
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'prompt') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'fitted') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'concerning') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'pavement') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'corps') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'happening') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'throwing') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'intrusion') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'tickets') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hot') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'apologies') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'defended') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'resisted') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'force') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'mansion') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'digressions') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'examine') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'china') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interval') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'approach') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'watchfulness') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'abundantly') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'muffin') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'improve') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'bets') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'willing') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'relieved') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'per') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'annum') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'estimated') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'plans') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'driven') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'breathed') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'increase') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'intelligible') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'solitude') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'eligible') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disregarded') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'legal') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'extravagance') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disgraced') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'attribute') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'boasting') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'dreadful') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'contented') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'childhood') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'closest') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'inmates') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'confidential') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'active') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'liberal') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'money') 30
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'tenants') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'conversible') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'equals') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'prosperous') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sincere') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'necessity') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'intimately') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'arrogant') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'derives') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'class') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'gracefully') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'xvii') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'veracity') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unkindness') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'defend') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'misrepresented') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hurrying') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'confirmation') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'satisfy') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unnecessarily') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'timed') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'visitors') 14
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'vivacity') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'dispute') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'roses') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'proxy') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'friday') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'dressed') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'omitted') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'answerable') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'displeasure') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disappointment') 17
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'approached') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'forbearance') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'break') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'arranged') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'amaze') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'posterity') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'resist') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'courtesy') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interrupt') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'forcibly') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'compare') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wandered') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'breast') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'anger') 13
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'forgot') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'communications') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'descent') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sneer') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interference') 13
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'discourse') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'modest') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'addressing') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'maintained') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'guide') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'watched') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'motion') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'gratulation') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'believing') 12
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'scolded') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'blushed') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'gradually') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'indignant') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'composed') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sensations') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'rewarded') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'signs') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'devoting') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'duties') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'acquit') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'testifying') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sensibly') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'rejoiced') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'complain') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'languor') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'eating') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'settlements') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wedding') 14
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'diffidence') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'observances') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'audience') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'blush') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'oppose') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disservice') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'laughing') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'thirdly') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unasked') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'footstool') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'inherit') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'esteem') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'violence') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ungenerous') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'persuaded') 25
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unnecessary') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'falls') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'undo') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'tormenting') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'successful') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interview') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interrupting') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'accepting') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'liable') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'calm') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'rang') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unhappy') 13
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'turns') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'interfering') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'hurt') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'caring') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'pitied') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'irritation') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ground') 12
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'inevitable') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'evils') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'denied') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'withdrawing') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'dismission') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'embarrassment') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'seasonable') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'abatement') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sheet') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'paper') 7
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'insensibility') 5
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'suddenness') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'arrive') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'sincerely') 9
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'reserves') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'footing') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wants') 11
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'independent') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'departure') 6
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'keeps') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'repaid') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'comparatively') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'happiest') 10
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'waived') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'favoured') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'courtship') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'maid') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'provision') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'direct') 8
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'exercising') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'cordiality') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'momentary') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'courtier') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'inferences') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'appease') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wear') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'tranquil') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'rapturous') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'troublesome') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'incensed') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'destructive') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'recurring') 2
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'unfeeling') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'overpowering') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'require') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'agony') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'complained') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'consoling') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'professed') 4
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'wounded') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'disinterestedness') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'encroaching') 1
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'universal') 3
('file:///D:/Tartu/Cloud/spark/input/pg1342.txt', 'ruin') 5
